gene,sample_A,sample_B,sample_C
ardaradu.V14167.gnm1.Aradu.A01g02915,70.389,17.768,80.299
ardaradu.V14167.gnm1.Aradu.A01g02927,59.265,17.018,81.444
ardaradu.V14167.gnm1.Aradu.A01g03276,86.279,64.313,10.264
ardaradu.V14167.gnm1.Aradu.A01g03389,28.314,57.043,91.049
ardaradu.V14167.gnm1.Aradu.A01g03406,27.033,11.29,11.016
ardaradu.V14167.gnm1.Aradu.A02g00101,0.684,8.409,81.557
ardaradu.V14167.gnm1.Aradu.A02g00123,96.148,69.337,39.677
ardaradu.V14167.gnm1.Aradu.A02g00150,57.725,18.956,12.1
ardaradu.V14167.gnm1.Aradu.A02g00151,85.472,41.219,15.384
ardaradu.V14167.gnm1.Aradu.A02g00372,90.576,82.885,82.079
ardaradu.V14167.gnm1.Aradu.A02g00439,3.053,45.022,89.003
ardaradu.V14167.gnm1.Aradu.A02g00769,15.215,61.928,50.609
ardaradu.V14167.gnm1.Aradu.A02g01101,30.273,30.722,61.827
ardaradu.V14167.gnm1.Aradu.A02g01188,50.32,96.036,39.1
ardaradu.V14167.gnm1.Aradu.A02g01253,36.399,29.73,7.41
ardaradu.V14167.gnm1.Aradu.A02g01372,54.246,46.335,93.95
ardaradu.V14167.gnm1.Aradu.A02g01748,59.986,24.729,38.559
ardaradu.V14167.gnm1.Aradu.A02g02121,88.692,32.695,60.667
ardaradu.V14167.gnm1.Aradu.A02g02167,10.178,41.634,95.659
ardaradu.V14167.gnm1.Aradu.A02g02360,69.385,57.671,99.614
ardaradu.V14167.gnm1.Aradu.A02g02363,96.666,19.139,14.953
ardaradu.V14167.gnm1.Aradu.A02g02413,11.368,65.463,89.243
ardaradu.V14167.gnm1.Aradu.A02g02538,9.837,6.164,31.465
ardaradu.V14167.gnm1.Aradu.A02g02591,13.739,10.234,40.264
ardaradu.V14167.gnm1.Aradu.A02g02636,87.782,76.75,88.721
ardaradu.V14167.gnm1.Aradu.A02g02676,23.582,18.303,25.071
ardaradu.V14167.gnm1.Aradu.A02g02678,71.527,1.237,12.538
ardaradu.V14167.gnm1.Aradu.A02g02770,88.141,87.674,92.114
ardaradu.V14167.gnm1.Aradu.A02g02839,39.454,94.267,47.661
ardaradu.V14167.gnm1.Aradu.A02g02879,8.167,24.27,78.036
ardaradu.V14167.gnm1.Aradu.A02g03006,1.003,13.944,24.69
ardaradu.V14167.gnm1.Aradu.A03g00132,83.503,75.757,25.314
ardaradu.V14167.gnm1.Aradu.A03g00259,24.174,42.391,79.984
ardaradu.V14167.gnm1.Aradu.A03g00523,81.354,47.409,2.964
ardaradu.V14167.gnm1.Aradu.A03g01003,77.276,61.908,73.174
ardaradu.V14167.gnm1.Aradu.A03g01157,65.181,63.448,66.111
ardaradu.V14167.gnm1.Aradu.A03g01485,59.004,53.526,63.979
ardaradu.V14167.gnm1.Aradu.A03g01582,90.993,42.661,39.514
ardaradu.V14167.gnm1.Aradu.A03g01592,46.977,5.181,53.908
ardaradu.V14167.gnm1.Aradu.A03g01614,87.651,86.516,48.679
ardaradu.V14167.gnm1.Aradu.A03g01703,13.409,3.972,65.029
ardaradu.V14167.gnm1.Aradu.A03g01716,17.848,29.211,68.815
ardaradu.V14167.gnm1.Aradu.A03g02083,2.046,83.256,69.896
ardaradu.V14167.gnm1.Aradu.A03g02338,88.247,37.037,7.304
ardaradu.V14167.gnm1.Aradu.A03g02564,68.792,81.438,75.433
ardaradu.V14167.gnm1.Aradu.A03g02727,71.468,49.305,91.723
ardaradu.V14167.gnm1.Aradu.A03g02926,28.366,46.195,97.463
ardaradu.V14167.gnm1.Aradu.A03g03100,34.467,18.285,34.636
ardaradu.V14167.gnm1.Aradu.A03g03134,88.536,43.687,81.082
ardaradu.V14167.gnm1.Aradu.A03g03193,98.879,59.261,20.737
ardaradu.V14167.gnm1.Aradu.A03g03270,17.788,99.809,43.44
ardaradu.V14167.gnm1.Aradu.A03g03319,72.392,75.344,71.331
ardaradu.V14167.gnm1.Aradu.A03g03588,58.093,31.906,18.528
ardaradu.V14167.gnm1.Aradu.A03g03597,55.555,10.34,55.133
ardaradu.V14167.gnm1.Aradu.A03g03703,79.504,51.129,19.072
ardaradu.V14167.gnm1.Aradu.A03g03942,38.133,19.17,67.062
ardaradu.V14167.gnm1.Aradu.A03g04094,16.641,83.42,54.928
ardaradu.V14167.gnm1.Aradu.A03g04252,42.648,2.134,88.464
ardaradu.V14167.gnm1.Aradu.A03g04306,73.759,3.973,18.065
ardaradu.V14167.gnm1.Aradu.A03g04571,87.64,35.228,91.409
ardaradu.V14167.gnm1.Aradu.A03g04589,77.327,23.098,52.106
ardaradu.V14167.gnm1.Aradu.A03g04903,60.209,57.881,7.078
ardaradu.V14167.gnm1.Aradu.A04g00002,8.064,42.638,57.86
ardaradu.V14167.gnm1.Aradu.A04g00173,18.709,8.087,19.117
ardaradu.V14167.gnm1.Aradu.A04g00313,24.945,70.711,71.991
ardaradu.V14167.gnm1.Aradu.A04g00360,34.618,81.51,98.341
ardaradu.V14167.gnm1.Aradu.A04g00392,99.666,0.33,47.949
ardaradu.V14167.gnm1.Aradu.A04g00645,0.613,55.859,91.883
ardaradu.V14167.gnm1.Aradu.A04g00646,90.239,56.634,65.862
ardaradu.V14167.gnm1.Aradu.A04g00659,60.942,79.237,39.95
ardaradu.V14167.gnm1.Aradu.A04g00933,78.224,45.607,50.457
ardaradu.V14167.gnm1.Aradu.A04g00957,70.435,41.46,76.87
ardaradu.V14167.gnm1.Aradu.A04g01107,23.768,93.436,81.187
ardaradu.V14167.gnm1.Aradu.A04g01247,91.195,35.84,61.089
ardaradu.V14167.gnm1.Aradu.A04g01481,82.321,55.244,73.985
ardaradu.V14167.gnm1.Aradu.A04g02434,27.79,17.131,90.022
ardaradu.V14167.gnm1.Aradu.A04g02435,58.27,33.665,19.614
ardaradu.V14167.gnm1.Aradu.A04g02520,84.611,18.893,3.457
ardaradu.V14167.gnm1.Aradu.A04g02646,32.741,6.732,29.415
ardaradu.V14167.gnm1.Aradu.A04g02647,58.184,20.817,68.876
ardaradu.V14167.gnm1.Aradu.A04g02653,10.973,74.766,92.384
ardaradu.V14167.gnm1.Aradu.A04g02869,9.95,59.665,49.788
ardaradu.V14167.gnm1.Aradu.A04g02945,34.262,67.252,97.733
ardaradu.V14167.gnm1.Aradu.A04g02965,80.669,42.889,40.19
ardaradu.V14167.gnm1.Aradu.A04g02967,35.548,60.541,94.278
ardaradu.V14167.gnm1.Aradu.A04g03101,33.517,3.044,6.489
ardaradu.V14167.gnm1.Aradu.A04g03643,23.735,88.29,90.561
ardaradu.V14167.gnm1.Aradu.A04g03675,14.067,26.081,41.981
ardaradu.V14167.gnm1.Aradu.A04g03678,70.206,84.328,78.685
ardaradu.V14167.gnm1.Aradu.A05g00042,46.612,96.054,3.954
ardaradu.V14167.gnm1.Aradu.A05g00086,70.937,88.352,82.606
ardaradu.V14167.gnm1.Aradu.A05g00235,17.249,63.33,54.499
ardaradu.V14167.gnm1.Aradu.A05g00237,13.993,8.018,6.313
ardaradu.V14167.gnm1.Aradu.A05g00300,79.245,52.633,62.209
ardaradu.V14167.gnm1.Aradu.A05g00314,72.548,75.012,35.33
ardaradu.V14167.gnm1.Aradu.A05g00480,86.072,67.475,74.172
ardaradu.V14167.gnm1.Aradu.A05g00651,85.161,32.016,13.903
ardaradu.V14167.gnm1.Aradu.A05g00673,82.11,7.061,16.123
ardaradu.V14167.gnm1.Aradu.A05g00741,74.92,94.799,42.311
ardaradu.V14167.gnm1.Aradu.A05g00807,75.742,49.804,81.674
ardaradu.V14167.gnm1.Aradu.A05g00978,7.033,30.581,84.126
ardaradu.V14167.gnm1.Aradu.A05g01040,20.584,99.053,10.516
ardaradu.V14167.gnm1.Aradu.A05g01846,1.615,53.504,40.275
ardaradu.V14167.gnm1.Aradu.A05g02242,97.399,5.384,43.198
ardaradu.V14167.gnm1.Aradu.A05g02260,76.685,78.147,58.147
ardaradu.V14167.gnm1.Aradu.A05g02264,25.942,83.052,2.675
ardaradu.V14167.gnm1.Aradu.A05g02305,81.404,53.255,50.943
ardaradu.V14167.gnm1.Aradu.A05g02316,1.871,70.498,29.784
ardaradu.V14167.gnm1.Aradu.A05g02626,95.184,71.526,67.751
ardaradu.V14167.gnm1.Aradu.A05g02660,91.77,12.899,50.08
ardaradu.V14167.gnm1.Aradu.A05g02757,30.455,70.642,2.374
ardaradu.V14167.gnm1.Aradu.A05g02942,8.724,4.554,51.78
ardaradu.V14167.gnm1.Aradu.A05g02948,97.252,6.268,63.441
ardaradu.V14167.gnm1.Aradu.A05g02987,47.058,44.562,79.254
ardaradu.V14167.gnm1.Aradu.A05g03187,19.156,75.949,28.155
ardaradu.V14167.gnm1.Aradu.A05g03403,60.658,47.825,91.476
ardaradu.V14167.gnm1.Aradu.A05g03675,1.075,66.474,96.265
ardaradu.V14167.gnm1.Aradu.A06g00167,28.01,64.423,66.429
ardaradu.V14167.gnm1.Aradu.A06g00392,25.581,72.424,30.679
ardaradu.V14167.gnm1.Aradu.A06g00400,12.971,4.339,36.122
ardaradu.V14167.gnm1.Aradu.A06g00411,87.079,80.479,29.423
ardaradu.V14167.gnm1.Aradu.A06g00556,39.51,6.564,62.901
ardaradu.V14167.gnm1.Aradu.A06g00613,11.053,12.196,33.623
ardaradu.V14167.gnm1.Aradu.A06g00681,33.396,74.52,57.122
ardaradu.V14167.gnm1.Aradu.A06g01167,13.316,72.075,75.984
ardaradu.V14167.gnm1.Aradu.A06g01289,99.851,68.463,12.79
ardaradu.V14167.gnm1.Aradu.A06g01457,23.202,96.01,42.326
ardaradu.V14167.gnm1.Aradu.A06g01461,86.063,69.245,13.048
ardaradu.V14167.gnm1.Aradu.A06g01489,8.509,37.777,78.11
ardaradu.V14167.gnm1.Aradu.A06g01558,71.077,80.074,59.991
ardaradu.V14167.gnm1.Aradu.A06g01882,75.85,94.094,55.432
ardaradu.V14167.gnm1.Aradu.A06g01942,71.531,90.622,82.317
ardaradu.V14167.gnm1.Aradu.A06g02019,49.111,47.612,43.795
ardaradu.V14167.gnm1.Aradu.A06g02038,37.107,6.357,50.01
ardaradu.V14167.gnm1.Aradu.A06g02120,46.472,7.646,78.983
ardaradu.V14167.gnm1.Aradu.A06g02248,60.647,8.402,97.096
ardaradu.V14167.gnm1.Aradu.A06g02470,22.321,45.647,63.586
ardaradu.V14167.gnm1.Aradu.A06g02489,16.074,27.773,47.655
ardaradu.V14167.gnm1.Aradu.A06g02653,3.883,36.125,58.693
ardaradu.V14167.gnm1.Aradu.A06g02768,31.909,73.926,40.989
ardaradu.V14167.gnm1.Aradu.A06g02769,50.981,82.904,64.52
ardaradu.V14167.gnm1.Aradu.A06g02808,79.037,82.83,22.335
ardaradu.V14167.gnm1.Aradu.A06g02809,11.347,55.552,68.559
ardaradu.V14167.gnm1.Aradu.A06g02813,49.863,97.448,65.732
ardaradu.V14167.gnm1.Aradu.A06g02820,77.886,72.791,4.005
ardaradu.V14167.gnm1.Aradu.A06g02984,62.638,79.536,34.784
ardaradu.V14167.gnm1.Aradu.A06g03030,48.446,31.9,33.145
ardaradu.V14167.gnm1.Aradu.A06g03087,19.271,56.873,76.723
ardaradu.V14167.gnm1.Aradu.A06g03091,53.933,32.529,66.167
ardaradu.V14167.gnm1.Aradu.A06g03239,72.029,3.297,90.053
ardaradu.V14167.gnm1.Aradu.A06g03299,82.724,60.095,76.721
ardaradu.V14167.gnm1.Aradu.A06g03407,58.353,44.806,67.427
ardaradu.V14167.gnm1.Aradu.A06g03409,31.62,3.11,41.058
ardaradu.V14167.gnm1.Aradu.A06g03442,51.656,84.744,89.641
ardaradu.V14167.gnm1.Aradu.A06g03518,0.843,97.712,73.888
ardaradu.V14167.gnm1.Aradu.A06g03564,96.353,7.47,35.512
ardaradu.V14167.gnm1.Aradu.A06g03665,45.864,65.673,18.591
ardaradu.V14167.gnm1.Aradu.A07g00109,68.678,34.637,68.244
ardaradu.V14167.gnm1.Aradu.A07g00271,34.824,33.658,21.905
ardaradu.V14167.gnm1.Aradu.A07g00326,31.961,28.242,75.932
ardaradu.V14167.gnm1.Aradu.A07g00536,3.601,75.884,91.839
ardaradu.V14167.gnm1.Aradu.A07g00736,70.821,67.753,45.603
ardaradu.V14167.gnm1.Aradu.A07g00738,69.854,50.334,52.563
ardaradu.V14167.gnm1.Aradu.A07g00825,97.205,58.782,87.673
ardaradu.V14167.gnm1.Aradu.A07g00947,64.434,89.749,13.542
ardaradu.V14167.gnm1.Aradu.A07g01009,97.343,10.585,92.499
ardaradu.V14167.gnm1.Aradu.A07g01200,74.027,45.553,13.984
ardaradu.V14167.gnm1.Aradu.A07g01326,66.608,92.557,2.166
ardaradu.V14167.gnm1.Aradu.A07g01339,75.61,31.036,75.981
ardaradu.V14167.gnm1.Aradu.A07g01375,6.805,12.48,17.379
ardaradu.V14167.gnm1.Aradu.A07g01421,40.253,68.808,36.706
ardaradu.V14167.gnm1.Aradu.A07g01422,49.178,69.285,89.25
ardaradu.V14167.gnm1.Aradu.A07g01485,27.949,94.261,2.299
ardaradu.V14167.gnm1.Aradu.A07g01557,69.406,31.063,42.752
ardaradu.V14167.gnm1.Aradu.A07g01807,48.348,52.182,25.711
ardaradu.V14167.gnm1.Aradu.A07g01847,27.342,95.993,12.608
ardaradu.V14167.gnm1.Aradu.A07g01958,29.234,82.373,96.119
ardaradu.V14167.gnm1.Aradu.A07g01963,5.929,25.876,54.861
ardaradu.V14167.gnm1.Aradu.A07g02018,47.002,11.498,1.567
ardaradu.V14167.gnm1.Aradu.A07g02214,11.747,46.319,77.859
ardaradu.V14167.gnm1.Aradu.A07g02412,23.093,15.703,46.324
ardaradu.V14167.gnm1.Aradu.A07g02539,4.701,28.527,29.376
ardaradu.V14167.gnm1.Aradu.A07g02642,78.583,2.915,24.427
ardaradu.V14167.gnm1.Aradu.A07g02754,30.796,37.621,42.314
ardaradu.V14167.gnm1.Aradu.A07g02842,53.011,99.188,87.486
ardaradu.V14167.gnm1.Aradu.A08g00045,65.727,25.637,81.129
ardaradu.V14167.gnm1.Aradu.A08g00153,67.932,75.476,63.909
ardaradu.V14167.gnm1.Aradu.A08g00180,5.705,79.809,22.758
ardaradu.V14167.gnm1.Aradu.A08g00258,98.261,80.28,44.231
ardaradu.V14167.gnm1.Aradu.A08g00384,59.48,74.069,93.35
ardaradu.V14167.gnm1.Aradu.A08g00663,57.342,26.112,84.148
ardaradu.V14167.gnm1.Aradu.A08g00743,16.084,46.712,28.251
ardaradu.V14167.gnm1.Aradu.A08g00744,52.74,10.528,93.49
ardaradu.V14167.gnm1.Aradu.A08g00756,19.165,9.324,42.601
ardaradu.V14167.gnm1.Aradu.A08g00765,97.76,24.506,24.746
ardaradu.V14167.gnm1.Aradu.A08g00963,81.407,92.233,68.934
ardaradu.V14167.gnm1.Aradu.A08g00970,81.559,9.69,78.714
ardaradu.V14167.gnm1.Aradu.A08g01002,16.605,36.72,8.067
ardaradu.V14167.gnm1.Aradu.A08g01018,81.688,5.687,24.573
ardaradu.V14167.gnm1.Aradu.A08g01080,24.203,75.893,27.081
ardaradu.V14167.gnm1.Aradu.A08g01139,72.884,15.456,88.83
ardaradu.V14167.gnm1.Aradu.A08g01173,80.607,46.9,2.833
ardaradu.V14167.gnm1.Aradu.A08g01257,81.252,96.75,68.883
ardaradu.V14167.gnm1.Aradu.A08g01354,20.998,13.807,9.141
ardaradu.V14167.gnm1.Aradu.A08g01360,64.94,15.484,12.347
ardaradu.V14167.gnm1.Aradu.A08g01418,82.162,25.783,63.699
ardaradu.V14167.gnm1.Aradu.A08g01527,11.354,83.597,90.098
ardaradu.V14167.gnm1.Aradu.A08g01542,64.008,2.777,1.158
ardaradu.V14167.gnm1.Aradu.A08g01581,10.246,73.701,64.962
ardaradu.V14167.gnm1.Aradu.A08g01623,20.39,78.406,36.048
ardaradu.V14167.gnm1.Aradu.A08g01840,12.859,7.539,67.49
ardaradu.V14167.gnm1.Aradu.A08g01921,26.478,64.673,42.383
ardaradu.V14167.gnm1.Aradu.A08g01929,92.745,65.399,94.623
ardaradu.V14167.gnm1.Aradu.A08g01946,74.826,36.554,20.017
ardaradu.V14167.gnm1.Aradu.A08g02028,26.551,13.609,77.495
ardaradu.V14167.gnm1.Aradu.A08g02045,11.992,83.252,10.867
ardaradu.V14167.gnm1.Aradu.A08g02086,68.542,66.808,62.117
ardaradu.V14167.gnm1.Aradu.A08g02092,71.542,31.108,73.456
ardaradu.V14167.gnm1.Aradu.A08g02259,41.309,70.178,53.394
ardaradu.V14167.gnm1.Aradu.A08g02265,85.102,32.945,20.965
ardaradu.V14167.gnm1.Aradu.A08g02269,76.319,99.676,31.673
ardaradu.V14167.gnm1.Aradu.A08g02270,97.123,40.148,12.725
ardaradu.V14167.gnm1.Aradu.A08g02273,64.116,36.874,53.386
ardaradu.V14167.gnm1.Aradu.A08g02275,26.971,61.204,81.703
ardaradu.V14167.gnm1.Aradu.A08g02276,65.691,96.749,18.297
ardaradu.V14167.gnm1.Aradu.A08g02278,19.15,19.485,55.516
ardaradu.V14167.gnm1.Aradu.A08g02279,59.316,82.548,51.118
ardaradu.V14167.gnm1.Aradu.A08g02386,69.366,94.901,73.681
ardaradu.V14167.gnm1.Aradu.A08g02505,62.858,87.59,17.139
ardaradu.V14167.gnm1.Aradu.A08g02638,51.787,33.606,92.606
ardaradu.V14167.gnm1.Aradu.A08g02729,49.584,4.557,49.707
ardaradu.V14167.gnm1.Aradu.A08g02773,66.565,8.803,68.613
ardaradu.V14167.gnm1.Aradu.A08g02809,89.173,82.128,80.83
ardaradu.V14167.gnm1.Aradu.A08g02824,36.071,78.836,82.244
ardaradu.V14167.gnm1.Aradu.A09g00156,91.207,35.813,28.05
ardaradu.V14167.gnm1.Aradu.A09g00296,70.123,49.234,48.242
ardaradu.V14167.gnm1.Aradu.A09g00358,28.527,90.975,56.549
ardaradu.V14167.gnm1.Aradu.A09g00370,26.454,58.73,3.392
ardaradu.V14167.gnm1.Aradu.A09g00434,42.714,80.673,4.881
ardaradu.V14167.gnm1.Aradu.A09g00439,0.871,56.83,87.379
ardaradu.V14167.gnm1.Aradu.A09g00440,92.393,39.017,54.634
ardaradu.V14167.gnm1.Aradu.A09g00491,12.591,74.172,45.747
ardaradu.V14167.gnm1.Aradu.A09g00591,80.623,80.233,49.684
ardaradu.V14167.gnm1.Aradu.A09g00656,59.369,78.516,81.557
ardaradu.V14167.gnm1.Aradu.A09g00668,56.247,90.321,86.534
ardaradu.V14167.gnm1.Aradu.A09g00682,65.322,37.984,58.281
ardaradu.V14167.gnm1.Aradu.A09g00723,13.971,2.214,84.644
ardaradu.V14167.gnm1.Aradu.A09g00944,2.436,15.716,36.046
ardaradu.V14167.gnm1.Aradu.A09g01046,80.983,35.423,19.812
ardaradu.V14167.gnm1.Aradu.A09g01123,43.506,9.258,43.414
ardaradu.V14167.gnm1.Aradu.A09g01500,57.35,99.164,85.443
ardaradu.V14167.gnm1.Aradu.A09g01854,81.426,14.134,63.223
ardaradu.V14167.gnm1.Aradu.A09g01986,25.287,3.108,56.367
ardaradu.V14167.gnm1.Aradu.A09g02029,39.714,13.608,66.843
ardaradu.V14167.gnm1.Aradu.A09g02086,89.276,10.415,47.692
ardaradu.V14167.gnm1.Aradu.A09g02781,20.129,68.564,77.385
ardaradu.V14167.gnm1.Aradu.A09g02897,21.761,37.173,64.908
ardaradu.V14167.gnm1.Aradu.A09g03050,23.114,68.04,69.254
ardaradu.V14167.gnm1.Aradu.A09g03076,58.449,24.653,63.462
ardaradu.V14167.gnm1.Aradu.A09g03206,50.852,53.116,94.774
ardaradu.V14167.gnm1.Aradu.A09g03305,93.783,45.993,57.321
ardaradu.V14167.gnm1.Aradu.A09g03323,15.529,92.465,42.738
ardaradu.V14167.gnm1.Aradu.A09g03327,78.636,49.938,91.033
ardaradu.V14167.gnm1.Aradu.A09g03340,56.991,72.591,33.612
ardaradu.V14167.gnm1.Aradu.A09g03450,79.844,60.45,74.846
ardaradu.V14167.gnm1.Aradu.A09g03592,35.434,62.318,84.272
ardaradu.V14167.gnm1.Aradu.A09g03630,73.305,87.585,17.33
ardaradu.V14167.gnm1.Aradu.A10g00024,72.514,72.565,49.301
ardaradu.V14167.gnm1.Aradu.A10g00310,87.408,68.105,86.317
ardaradu.V14167.gnm1.Aradu.A10g00744,80.102,43.945,10.647
ardaradu.V14167.gnm1.Aradu.A10g01257,22.858,85.001,93.178
ardaradu.V14167.gnm1.Aradu.A10g01679,27.986,2.367,21.328
ardaradu.V14167.gnm1.Aradu.A10g01839,96.499,39.414,66.566
ardaradu.V14167.gnm1.Aradu.A10g02025,12.934,38.746,46.167
ardaradu.V14167.gnm1.Aradu.A10g02107,91.812,27.062,3.04
ardaradu.V14167.gnm1.Aradu.A10g02401,66.631,97.849,27.816
ardaradu.V14167.gnm1.Aradu.A10g02578,92.302,33.636,36.658
ardaradu.V14167.gnm1.Aradu.A10g02624,8.077,55.243,23.141
ardaradu.V14167.gnm1.Aradu.A10g02766,7.946,12.277,1.591
ardaradu.V14167.gnm1.Aradu.A10g02826,0.655,13.586,86.945
ardaradu.V14167.gnm1.Aradu.A10g02934,13.126,71.846,16.194
ardaradu.V14167.gnm1.Aradu.A10g03028,47.683,64.985,67.917
ardaradu.V14167.gnm1.Aradu.A10g03117,33.851,35.651,79.314
ardaradu.V14167.gnm1.Aradu.A10g03261,93.206,97.73,94.737
ardaradu.V14167.gnm1.Aradu.A10g03321,44.235,93.125,42.0
ardaradu.V14167.gnm1.Aradu.A10g03379,48.152,27.291,20.628
ardaradu.V14167.gnm1.Aradu.A10g03481,21.02,69.921,21.702
arharahy.Tifrunner.gnm1.Arahy.01g00127,75.201,81.992,99.478
arharahy.Tifrunner.gnm1.Arahy.01g00178,45.681,73.141,13.319
arharahy.Tifrunner.gnm1.Arahy.01g00210,44.047,96.339,60.791
arharahy.Tifrunner.gnm1.Arahy.01g00212,76.974,57.847,7.981
arharahy.Tifrunner.gnm1.Arahy.01g00214,95.852,11.969,1.192
arharahy.Tifrunner.gnm1.Arahy.01g00216,37.936,48.972,75.659
arharahy.Tifrunner.gnm1.Arahy.01g00228,6.771,19.371,62.803
arharahy.Tifrunner.gnm1.Arahy.01g00327,25.138,99.667,52.193
arharahy.Tifrunner.gnm1.Arahy.01g00686,95.641,56.925,78.73
arharahy.Tifrunner.gnm1.Arahy.01g00937,97.125,92.644,34.327
arharahy.Tifrunner.gnm1.Arahy.01g00987,87.459,6.828,90.26
arharahy.Tifrunner.gnm1.Arahy.01g01005,47.64,11.14,2.635
arharahy.Tifrunner.gnm1.Arahy.01g01050,18.152,56.032,55.943
arharahy.Tifrunner.gnm1.Arahy.01g01063,6.549,45.318,3.032
arharahy.Tifrunner.gnm1.Arahy.01g01586,80.99,98.814,5.174
arharahy.Tifrunner.gnm1.Arahy.01g01599,62.27,84.13,46.707
arharahy.Tifrunner.gnm1.Arahy.01g01680,84.999,90.456,10.545
arharahy.Tifrunner.gnm1.Arahy.01g02131,13.018,47.633,19.277
arharahy.Tifrunner.gnm1.Arahy.01g02132,94.65,94.134,74.208
arharahy.Tifrunner.gnm1.Arahy.01g02137,51.719,5.167,97.87
arharahy.Tifrunner.gnm1.Arahy.01g02138,15.991,69.033,66.984
arharahy.Tifrunner.gnm1.Arahy.01g02172,99.768,60.654,82.946
arharahy.Tifrunner.gnm1.Arahy.01g02175,69.672,52.549,41.197
arharahy.Tifrunner.gnm1.Arahy.01g02275,71.618,0.026,5.879
arharahy.Tifrunner.gnm1.Arahy.01g02416,15.074,2.752,65.521
arharahy.Tifrunner.gnm1.Arahy.01g02670,47.759,87.141,94.377
arharahy.Tifrunner.gnm1.Arahy.01g02762,12.124,58.434,75.258
arharahy.Tifrunner.gnm1.Arahy.01g02850,27.928,17.999,59.621
arharahy.Tifrunner.gnm1.Arahy.01g02857,64.318,32.335,41.353
arharahy.Tifrunner.gnm1.Arahy.01g03314,3.78,23.458,7.539
arharahy.Tifrunner.gnm1.Arahy.01g03332,32.785,62.068,77.977
arharahy.Tifrunner.gnm1.Arahy.02g00109,62.384,72.158,94.608
arharahy.Tifrunner.gnm1.Arahy.02g00169,11.499,36.078,78.956
arharahy.Tifrunner.gnm1.Arahy.02g00403,2.956,16.735,1.376
arharahy.Tifrunner.gnm1.Arahy.02g00813,93.595,52.577,5.669
arharahy.Tifrunner.gnm1.Arahy.02g01124,43.395,0.303,60.501
arharahy.Tifrunner.gnm1.Arahy.02g01220,93.896,46.486,1.179
arharahy.Tifrunner.gnm1.Arahy.02g01259,95.474,73.425,12.176
arharahy.Tifrunner.gnm1.Arahy.02g01397,22.104,2.402,44.37
arharahy.Tifrunner.gnm1.Arahy.02g01681,62.527,42.32,64.963
arharahy.Tifrunner.gnm1.Arahy.02g02020,51.567,78.137,32.454
arharahy.Tifrunner.gnm1.Arahy.02g02060,68.277,33.808,99.089
arharahy.Tifrunner.gnm1.Arahy.02g02243,58.77,57.504,9.697
arharahy.Tifrunner.gnm1.Arahy.02g02244,33.526,29.668,82.885
arharahy.Tifrunner.gnm1.Arahy.02g02421,43.774,90.126,39.083
arharahy.Tifrunner.gnm1.Arahy.02g02521,62.202,67.715,12.794
arharahy.Tifrunner.gnm1.Arahy.02g02539,17.798,42.925,33.912
arharahy.Tifrunner.gnm1.Arahy.02g02555,54.018,12.484,76.717
arharahy.Tifrunner.gnm1.Arahy.02g02651,13.433,30.846,96.765
arharahy.Tifrunner.gnm1.Arahy.02g02740,22.597,55.344,76.543
arharahy.Tifrunner.gnm1.Arahy.02g02785,32.395,4.598,95.443
arharahy.Tifrunner.gnm1.Arahy.03g00161,25.925,40.137,10.605
arharahy.Tifrunner.gnm1.Arahy.03g00316,87.674,26.079,19.338
arharahy.Tifrunner.gnm1.Arahy.03g00813,29.589,86.982,85.831
arharahy.Tifrunner.gnm1.Arahy.03g01143,90.425,10.662,78.411
arharahy.Tifrunner.gnm1.Arahy.03g01282,92.145,71.486,88.665
arharahy.Tifrunner.gnm1.Arahy.03g01655,44.913,96.865,44.162
arharahy.Tifrunner.gnm1.Arahy.03g01740,89.441,55.974,87.701
arharahy.Tifrunner.gnm1.Arahy.03g01749,41.947,51.074,83.395
arharahy.Tifrunner.gnm1.Arahy.03g01765,93.6,89.837,94.691
arharahy.Tifrunner.gnm1.Arahy.03g01851,53.29,44.652,62.059
arharahy.Tifrunner.gnm1.Arahy.03g01856,95.774,8.604,39.529
arharahy.Tifrunner.gnm1.Arahy.03g01876,81.105,43.675,64.111
arharahy.Tifrunner.gnm1.Arahy.03g02450,97.834,28.97,9.165
arharahy.Tifrunner.gnm1.Arahy.03g02693,44.76,23.615,57.906
arharahy.Tifrunner.gnm1.Arahy.03g02906,53.798,89.277,21.663
arharahy.Tifrunner.gnm1.Arahy.03g03066,47.271,7.248,16.011
arharahy.Tifrunner.gnm1.Arahy.03g03091,57.499,87.881,10.951
arharahy.Tifrunner.gnm1.Arahy.03g03565,74.054,35.637,66.999
arharahy.Tifrunner.gnm1.Arahy.03g03576,52.154,14.722,89.385
arharahy.Tifrunner.gnm1.Arahy.03g03681,98.218,98.657,43.854
arharahy.Tifrunner.gnm1.Arahy.03g03928,1.459,44.04,29.273
arharahy.Tifrunner.gnm1.Arahy.03g04079,48.247,58.918,38.898
arharahy.Tifrunner.gnm1.Arahy.03g04233,6.827,50.896,44.706
arharahy.Tifrunner.gnm1.Arahy.03g04291,39.391,57.99,98.575
arharahy.Tifrunner.gnm1.Arahy.03g04628,89.994,90.277,13.956
arharahy.Tifrunner.gnm1.Arahy.04g00002,5.017,97.076,77.743
arharahy.Tifrunner.gnm1.Arahy.04g00195,95.989,66.823,94.855
